100,0.00045,0
100.58,0.000452608,0
101.163,0.000455232,0
101.749,0.00045787,0
102.338,0.000460523,0
102.931,0.000463191,0
103.528,0.000465875,0
104.127,0.000468574,0
104.731,0.000471288,0
105.337,0.000474017,0
105.947,0.000476763,0
106.561,0.000479523,0
107.178,0.0004823,0
107.798,0.000485092,0
108.422,0.0004879,0
109.05,0.000490724,0
109.681,0.000493565,0
110.316,0.000496421,0
110.954,0.000499293,0
111.596,0.000502182,0
112.242,0.000505088,0
112.891,0.00050801,0
113.544,0.000510948,0
114.201,0.000513903,0
114.861,0.000516875,0
115.525,0.000519864,0
116.193,0.00052287,0
116.865,0.000525893,0
117.541,0.000528933,0
118.22,0.00053199,0
118.903,0.000535065,0
119.59,0.000538157,0
120.281,0.000541267,0
120.976,0.000544394,0
121.675,0.000547539,0
122.378,0.000550702,0
123.085,0.000553883,0
123.796,0.000557082,0
124.511,0.000560299,0
125.23,0.000563535,0
125.953,0.000566788,0
126.68,0.00057006,0
127.411,0.000573351,0
128.147,0.000576661,0
128.886,0.000579989,0
129.63,0.000583336,0
130.378,0.000586702,0
131.13,0.000590087,0
131.887,0.000593491,0
132.648,0.000596915,0
133.413,0.000600358,0
134.182,0.000603821,0
134.956,0.000607303,0
135.734,0.000610805,0
136.517,0.000614326,0
137.304,0.000617868,0
138.096,0.00062143,0
138.891,0.000625012,0
139.692,0.000628614,0
140.497,0.000632237,0
141.307,0.00063588,0
142.121,0.000639543,0
142.94,0.000643228,0
143.763,0.000646933,0
144.591,0.000650659,0
145.424,0.000654407,0
146.261,0.000658175,0
147.103,0.000661965,0
147.95,0.000665777,0
148.802,0.00066961,0
149.659,0.000673464,0
150.52,0.000677341,0
151.386,0.000681239,0
152.258,0.000685159,0
153.134,0.000689102,0
154.015,0.000693067,0
154.901,0.000697054,0
155.792,0.000701064,0
156.688,0.000705096,0
157.589,0.000709151,0
158.495,0.000713229,0
159.407,0.00071733,0
160.323,0.000721455,0
161.245,0.000725602,0
162.172,0.000729773,0
163.104,0.000733968,0
164.041,0.000738186,0
164.984,0.000742428,0
165.932,0.000746694,0
166.885,0.000750985,0
167.844,0.000755299,0
168.808,0.000759638,0
169.778,0.000764001,0
170.753,0.000768389,0
171.734,0.000772801,0
172.72,0.000777239,0
173.711,0.000781701,0
174.709,0.000786189,0
175.712,0.000790702,0
176.72,0.00079524,0
177.734,0.000799804,0
178.754,0.000804394,0
179.78,0.00080901,0
180.811,0.000813651,0
181.849,0.000818319,0
182.892,0.000823013,0
183.941,0.000827734,0
184.996,0.000832481,0
186.057,0.000837255,0
187.124,0.000842056,0
188.196,0.000846884,0
189.275,0.000851739,0
190.36,0.000856621,0
191.451,0.000861531,0
192.549,0.000866469,0
193.652,0.000871434,0
194.762,0.000876427,0
195.877,0.000881449,0
197,0.000886498,0
198.128,0.000891576,0
199.263,0.000896683,0
200.404,0.000901819,0
201.552,0.000906983,0
202.706,0.000912176,0
203.866,0.000917399,0
205.033,0.000922651,0
206.207,0.000927932,0
207.387,0.000933243,0
208.574,0.000938584,0
209.768,0.000943955,0
210.968,0.000949357,0
212.175,0.000954788,0
213.389,0.00096025,0
214.61,0.000965743,0
215.837,0.000971267,0
217.071,0.000976822,0
218.313,0.000982408,0
219.561,0.000988025,0
220.816,0.000993674,0
222.079,0.000999355,0
223.348,0.00100507,0
224.625,0.00101081,0
225.909,0.00101659,0
227.2,0.0010224,0
228.498,0.00102824,0
229.803,0.00103411,0
231.116,0.00104002,0
232.436,0.00104596,0
233.764,0.00105194,0
235.099,0.00105794,0
236.441,0.00106399,0
237.791,0.00107006,0
239.149,0.00107617,0
240.514,0.00108231,0
241.887,0.00108849,0
243.268,0.0010947,0
244.656,0.00110095,0
246.052,0.00110723,0
247.456,0.00111355,0
248.868,0.00111991,0
250.288,0.00112629,0
251.715,0.00113272,0
253.151,0.00113918,0
254.595,0.00114568,0
256.047,0.00115221,0
257.507,0.00115878,0
258.975,0.00116539,0
260.451,0.00117203,0
261.936,0.00117871,0
263.429,0.00118543,0
264.93,0.00119218,0
266.44,0.00119898,0
267.958,0.00120581,0
269.484,0.00121268,0
271.02,0.00121959,0
